ส่วนงาน,ฝ่าย,เลขคำร้อง,เรื่องร้องทุกข์,ประเภทคำร้อง,เขต,ชุมชน,วันที่รับเรื่อง,วันที่เสร็จ,สถานะ,รูปภาพ,ความสำคัญ,รูปภาพหลังแก้ไข,ปิดงานโดย,LINE Token
ส่วนงานจำลอง 01,ฝ่ายจำลอง 08,MOCK-0190,รายการจำลองข้อมูลทั่วไป ลำดับ 0190,ประเภทจำลอง 06 - ความสะอาด,เขตจำลอง 04,ชุมชนจำลอง 10,09/07/2569,04/08/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 03,MOCK-0191,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0191,ประเภทจำลอง 07 - ป้าย,เขตจำลอง 05,ชุมชนจำลอง 03,10/07/2569,12/08/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 06,MOCK-0192,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0192,ประเภทจำลอง 08 - อื่นๆ,เขตจำลอง 06,ชุมชนจำลอง 08,11/07/2569,20/08/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 01,MOCK-0193,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0193,ประเภทจำลอง 01 - ไฟฟ้า,เขตจำลอง 01,ชุมชนจำลอง 01,12/07/2569,28/08/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 04,MOCK-0194,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0194,ประเภทจำลอง 02 - ระบายน้ำ,เขตจำลอง 02,ชุมชนจำลอง 06,13/07/2569,05/09/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 07,MOCK-0195,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0195,ประเภทจำลอง 03 - ถนน,เขตจำลอง 03,ชุมชนจำลอง 11,14/07/2569,23/07/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 02,MOCK-0196,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0196,ประเภทจำลอง 04 - พื้นที่สาธารณะ,เขตจำลอง 04,ชุมชนจำลอง 04,15/07/2569,31/07/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 05,MOCK-0197,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0197,ประเภทจำลอง 05 - อาคาร,เขตจำลอง 05,ชุมชนจำลอง 09,16/07/2569,08/08/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 08,MOCK-0198,รายการจำลองข้อมูลทั่วไป ลำดับ 0198,ประเภทจำลอง 06 - ความสะอาด,เขตจำลอง 06,ชุมชนจำลอง 02,17/07/2569,16/08/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 03,MOCK-0199,รายการจำลองข้อมูลทั่วไป ลำดับ 0199,ประเภทจำลอง 07 - ป้าย,เขตจำลอง 01,ชุมชนจำลอง 07,18/07/2569,24/08/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 06,MOCK-0200,รายการจำลองข้อมูลทั่วไป ลำดับ 0200,ประเภทจำลอง 08 - อื่นๆ,เขตจำลอง 02,ชุมชนจำลอง 12,19/07/2569,01/09/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 01,MOCK-0201,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0201,ประเภทจำลอง 01 - ไฟฟ้า,เขตจำลอง 03,ชุมชนจำลอง 05,20/07/2569,09/09/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 04,MOCK-0202,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0202,ประเภทจำลอง 02 - ระบายน้ำ,เขตจำลอง 04,ชุมชนจำลอง 10,21/07/2569,27/07/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 07,MOCK-0203,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0203,ประเภทจำลอง 03 - ถนน,เขตจำลอง 05,ชุมชนจำลอง 03,22/07/2569,04/08/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 02,MOCK-0204,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0204,ประเภทจำลอง 04 - พื้นที่สาธารณะ,เขตจำลอง 06,ชุมชนจำลอง 08,23/07/2569,12/08/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 05,MOCK-0205,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0205,ประเภทจำลอง 05 - อาคาร,เขตจำลอง 01,ชุมชนจำลอง 01,24/07/2569,20/08/2569,ประเมินผลเสร็จสิ้น,mock-complaint-02.svg,กลาง,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 08,MOCK-0206,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0206,ประเภทจำลอง 06 - ความสะอาด,เขตจำลอง 02,ชุมชนจำลอง 06,25/07/2569,28/08/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 03,MOCK-0207,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0207,ประเภทจำลอง 07 - ป้าย,เขตจำลอง 03,ชุมชนจำลอง 11,26/07/2569,05/09/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 06,MOCK-0208,รายการจำลองข้อมูลทั่วไป ลำดับ 0208,ประเภทจำลอง 08 - อื่นๆ,เขตจำลอง 04,ชุมชนจำลอง 04,27/07/2569,13/09/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 01,MOCK-0209,รายการจำลองข้อมูลทั่วไป ลำดับ 0209,ประเภทจำลอง 01 - ไฟฟ้า,เขตจำลอง 05,ชุมชนจำลอง 09,28/07/2569,31/07/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 04,MOCK-0210,รายการจำลองข้อมูลทั่วไป ลำดับ 0210,ประเภทจำลอง 02 - ระบายน้ำ,เขตจำลอง 06,ชุมชนจำลอง 02,29/07/2569,08/08/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 07,MOCK-0211,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0211,ประเภทจำลอง 03 - ถนน,เขตจำลอง 01,ชุมชนจำลอง 07,30/07/2569,16/08/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 02,MOCK-0212,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0212,ประเภทจำลอง 04 - พื้นที่สาธารณะ,เขตจำลอง 02,ชุมชนจำลอง 12,31/07/2569,24/08/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 05,MOCK-0213,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0213,ประเภทจำลอง 05 - อาคาร,เขตจำลอง 03,ชุมชนจำลอง 05,01/08/2569,01/09/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 03,
